Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:7kDPwGDjxDBONlPpkc1p77,"And When I Die","Blood Sweat & Tears (Expanded Edition)","Blood Sweat & Tears",1968-12,244973,50,false,sauerro,2021-11-06T14:42:28Z,"","Columbia/Legacy",0.628,0.439,9,-10.728,1,0.134,0.332,0.0000135,0.0555,0.507,127.589,4
spotify:track:1MI8aQJAoaYhIaVNz5giKB,"Hey There Lonely Girl","I Love You","Eddie Holman",1969-01-01,216760,54,false,sauerro,2021-11-06T14:42:52Z,"northern soul,philly soul,classic soul","Geffen",0.389,0.322,9,-10.923,1,0.0282,0.693,0.00000208,0.0814,0.343,94.007,3
spotify:track:0INUNNYfsp4qr6kJdY46mY,"Travelin' Band","Cosmo's Factory (Expanded Edition)","Creedence Clearwater Revival",1970-07-25,127493,56,false,sauerro,2021-11-06T14:43:13Z,"classic rock,southern rock,country rock","Craft Recordings",0.513,0.92,6,-6.664,1,0.0511,0.0166,0.0282,0.178,0.963,166.186,4
spotify:track:3Bh6uInhcVBVvLraGZdkKD,"Who'll Stop The Rain","Cosmo's Factory (Expanded Edition)","Creedence Clearwater Revival",1970-07-25,147493,65,false,sauerro,2021-11-06T14:43:27Z,"classic rock,southern rock,country rock","Craft Recordings",0.598,0.797,7,-6.793,1,0.0332,0.0424,0.000407,0.0717,0.622,123.566,4
spotify:track:0s1PceKn7sF0Pc8bsnDN1t,"The Rapper","We Went to Different Schools Together","The Jaggerz",1970,162693,36,false,sauerro,2021-11-06T14:43:49Z,"","Buddha Records",0.822,0.7,9,-6.383,1,0.0326,0.141,0.00827,0.668,0.961,120.376,4
spotify:track:3DlZls382lQiMON8no4H1a,"Vehicle - Remastered Version","Friendly Strangers: The Warner Bros. Recordings","The Ides Of March",2003,178066,36,false,sauerro,2021-11-06T14:44:09Z,"","Rhino/Warner Records",0.495,0.743,10,-8.826,0,0.0395,0.0781,0.00837,0.253,0.935,101.966,4
spotify:track:6TtWuzlHNTvtnpO0pI83MU,"Which Way You Goin' Billy?","A Good Thing Lost: 1968-1973","The Poppy Family,Terry Jacks,Susan Jacks",1996-06-11,203426,42,false,sauerro,2021-11-06T14:44:37Z,"","What Are Records?",0.508,0.67,1,-10.834,1,0.0346,0.416,0.0575,0.0868,0.646,93.406,4
spotify:track:3RTUfvRgq3pYTf7XY0FIcS,"Lookin' Out My Back Door","Cosmo's Factory (Expanded Edition)","Creedence Clearwater Revival",1970-07-25,152453,63,false,sauerro,2021-11-06T14:44:56Z,"classic rock,southern rock,country rock","Craft Recordings",0.745,0.656,10,-6.393,1,0.0405,0.188,0.00337,0.0941,0.858,105.318,4
spotify:track:4Sk6QA0RoRqZ3Hg9TlAX4X,"Long As I Can See The Light","Cosmo's Factory (Expanded Edition)","Creedence Clearwater Revival",1970-07-25,210866,59,false,sauerro,2021-11-06T14:45:06Z,"classic rock,southern rock,country rock","Craft Recordings",0.707,0.407,11,-7.045,1,0.0373,0.35,0.000253,0.0564,0.532,127.252,4
spotify:track:3m167vBQI5YLK0a1m6L6Y1,"We've Only Just Begun","Close To You","Carpenters",1970,185160,57,false,sauerro,2021-11-06T14:45:39Z,"christmas,adult standards","A&M",0.41,0.321,9,-11.771,1,0.0292,0.771,0.00000334,0.103,0.301,86.553,4
spotify:track:41WWlhyhixPIVs7s8SYdyB,"One Less Bell To Answer","Portrait","The 5th Dimension",1970,210760,48,false,sauerro,2021-11-06T14:46:05Z,"","Arista/Legacy",0.398,0.405,11,-6.664,0,0.0258,0.737,0.0000497,0.131,0.443,99.694,3
spotify:track:20a2Sdul23BOafd2X37Dlv,"Mama's Pearl","Third Album","The Jackson 5",1970-09-08,187133,37,false,sauerro,2021-11-06T14:46:21Z,"motown,christmas","UNI/MOTOWN",0.634,0.819,5,-6.786,0,0.048,0.359,0.00000498,0.18,0.931,104.517,4
spotify:track:5JnHzjo25FY1fMQMQVOawB,"She's A Lady","Tom Jones Sings She's A Lady","Tom Jones",1971-05-01,174146,70,false,sauerro,2021-11-06T14:46:43Z,"","UMC (Universal Music Catalogue)",0.51,0.876,2,-9.101,1,0.161,0.212,0,0.248,0.624,119.702,4
spotify:track:4aiXtJQsR61pdmBVx5Wu5P,"What's Going On","What's Going On (Deluxe Edition / 50th Anniversary)","Marvin Gaye",2021-01-22,233000,33,false,sauerro,2021-11-06T14:47:09Z,"motown,classic soul,soul,northern soul,quiet storm","UNI/MOTOWN",0.444,0.724,1,-9.536,0,0.0712,0.387,0,0.412,0.823,101.318,4
spotify:track:7fwa5I8SycGBpw2jOZ0L7m,"Put Your Hand in the Hand","Put Your Hand in the Hand","Ocean",1971,176706,40,false,sauerro,2021-11-06T14:47:28Z,"","Legacy Recordings",0.833,0.475,9,-14.951,1,0.0403,0.0489,0.000104,0.0759,0.978,136.384,4
spotify:track:5RHf8SmHRWbF3oywpXaQ2i,"Never Can Say Goodbye","Maybe Tomorrow","The Jackson 5",1971-04-12,179773,56,false,sauerro,2021-11-06T14:47:42Z,"motown,christmas","UNI/MOTOWN",0.527,0.821,2,-7.19,1,0.047,0.337,0.00000168,0.394,0.835,166.139,4
spotify:track:5cbZDpFu1hTwaU7hDQpf13,"Rainy Days And Mondays","Carpenters","Carpenters",1971,218893,66,false,sauerro,2021-11-06T14:48:01Z,"christmas,adult standards","A&M",0.351,0.235,10,-11.513,1,0.0323,0.852,0,0.0688,0.218,74.72,4
spotify:track:2Bls0igCm79XQQ95IoUbhq,"Mr. Big Stuff","Mr. Big Stuff","Jean Knight",1971,164560,66,false,sauerro,2021-11-06T14:48:16Z,"classic soul,motown,soul","Stax",0.886,0.491,8,-12.589,1,0.171,0.29,0.00000246,0.229,0.971,93.236,4
spotify:track:1YYhDizHx7PnDhAhko6cDS,"Take Me Home Country Roads - Original Version","Poems Prayers and Promises","John Denver",1971,190160,80,false,sauerro,2021-11-06T14:48:41Z,"folk","RCA/Legacy",0.462,0.395,9,-9.376,1,0.0264,0.758,0,0.121,0.625,82.259,4
spotify:track:7ARyheO1CxO9C469dAVetS,"Spanish Harlem","Soul Queen","Aretha Franklin",2007-10-29,211000,22,false,sauerro,2021-11-06T14:49:05Z,"soul,motown,classic soul,jazz blues","Rhino Atlantic",0.689,0.808,2,-8.207,1,0.0551,0.124,0.00149,0.126,0.883,115.803,4
spotify:track:1Gv6f7m5ZNDcInxGA8PsLS,"Superstar","Carpenters","Carpenters",1971,231506,62,false,sauerro,2021-11-06T14:49:20Z,"christmas,adult standards","A&M",0.306,0.253,8,-11.177,1,0.0294,0.728,0.0000489,0.138,0.171,83.175,4
spotify:track:1KeKOUYGFkA2l085UQq8Hf,"Bless The Beasts And Children","A Song For You","Carpenters",1972,189266,42,false,sauerro,2021-11-06T14:49:33Z,"christmas,adult standards","A&M",0.216,0.182,8,-13.788,1,0.0302,0.938,0.0314,0.116,0.0845,161.323,4
spotify:track:4wGKFjv7PUEZJsRk79wNKu,"Hurting Each Other","A Song For You","Carpenters",1972,168533,54,false,sauerro,2021-11-06T14:49:52Z,"christmas,adult standards","A&M",0.341,0.325,4,-9.421,1,0.038,0.765,0,0.3,0.292,93.265,3
spotify:track:63gcHyuhAC8G2C0bVQUOJI,"Rockin' Robin","Got To Be There","Michael Jackson",1972-01-24,154840,52,false,sauerro,2021-11-06T14:50:11Z,"","Motown",0.622,0.721,10,-8.224,1,0.0983,0.24,0.0000788,0.271,0.968,173.395,4
spotify:track:3t5caUWBhKDgy1ypsxRcg4,"I GOTCHA","The Very Best of Volume 2.","Joe Tex",1969-01-01,148813,39,false,sauerro,2021-11-06T14:50:27Z,"northern soul,classic soul,soul","Sony ATV",0.84,0.856,8,-11.277,1,0.328,0.182,0.000297,0.306,0.763,93.41,4
spotify:track:5zKyQ2sOGTE4lMkFuZgFrG,"Outa-Space","Ultimate Collection: Billy Preston","Billy Preston",2000-01-01,249640,26,false,sauerro,2021-11-06T14:50:44Z,"","Hip-O (UC)",0.719,0.83,1,-8.427,1,0.0343,0.11,0.224,0.175,0.931,116.331,4
spotify:track:2OyaNAq8BcGstyzueloqpE,"Too Late To Turn Back Now","The Story Of Cornelius Brothers & Sister Rose","Cornelius Brothers & Sister Rose",1996-01-01,198693,61,false,sauerro,2021-11-06T14:51:02Z,"classic soul,motown","Capitol Records",0.516,0.73,7,-7.136,1,0.0494,0.344,0,0.425,0.907,115.126,4
spotify:track:5UwbnHhjnbinJH8TefuQfN,"Long Cool Woman (In a Black Dress) - 1999 Remaster","Distant Light (1999 Remaster)","The Hollies",1971-10-08,199200,7,false,sauerro,2021-11-06T14:51:23Z,"","BMG Rights Management (US) LLC",0.757,0.868,9,-9.326,1,0.062,0.411,0.00221,0.355,0.815,138.923,4
spotify:track:4gRA0i5sxx3jAhHaVjPnUN,"Use Me","Still Bill","Bill Withers",1972-05-01,228326,74,false,sauerro,2021-11-06T14:51:57Z,"soul,classic soul,motown","Columbia/Legacy",0.758,0.586,11,-13.461,0,0.056,0.033,0.0028,0.0743,0.947,154.629,4
spotify:track:7zMUCLm1TN9o9JlLISztxO,"Burning Love","Elvis (Fool)","Elvis Presley",1973-07-16,170293,78,false,sauerro,2021-11-06T14:52:20Z,"rockabilly,rock and roll","RCA/Legacy",0.66,0.748,2,-11.206,1,0.0284,0.0993,0.00585,0.283,0.972,143.549,4
spotify:track:5w1ingzqrsJka9nlnEFB64,"Nights In White Satin","Nights In White Satin","The Moody Blues",2017-05-19,264997,60,false,sauerro,2021-11-06T14:52:43Z,"progressive rock,art rock,blues,psychedelic rock,baroque pop","UMC (Universal Music Catalogue)",0.19,0.344,4,-12.064,0,0.0309,0.252,0.327,0.194,0.218,156.888,3
spotify:track:71CXzHYYOyNqgtVFpNdeCS,"I'd Love You to Want Me","Of A Simple Man","Lobo",1972,247640,72,false,sauerro,2021-11-06T14:53:01Z,"","Rhino Atlantic",0.431,0.543,10,-9.96,1,0.0394,0.122,0.000123,0.0598,0.44,77.507,4
spotify:track:1lYJDRaadnotdfcZFp5Izd,"Clair","Back to Front","Gilbert O'Sullivan",1972-01-01,179600,0,false,sauerro,2021-11-06T14:54:12Z,"","Union Square Music",0.695,0.546,9,-7.156,1,0.034,0.553,0,0.197,0.632,105.185,4
spotify:track:4xxn8GDqs7RUwgZTNznXNp,"Dueling Banjos","Dueling Banjos From The Original Sound Track Of Deliverance And Additional Music","Eric Weissberg,Steve Mandell",1973,194879,54,false,sauerro,2021-11-06T14:54:37Z,"bluegrass","Rhino/Warner Records",0.417,0.484,9,-8.781,1,0.0791,0.409,0.959,0.0663,0.501,149.79,4
spotify:track:10Zbcuxvlig5qUDmuGgEcL,"Also Sprach Zarathustra","Prelude (CTI Records 40th Anniversary Edition)","Deodato",1972,541173,46,false,sauerro,2021-11-06T14:55:02Z,"jazz funk,brazilian jazz,jazz fusion","Masterworks Jazz",0.556,0.669,5,-11.8,1,0.0379,0.771,0.851,0.0924,0.594,100.836,4
spotify:track:3QgSJ9CqgLPk9B4xLdwLrS,"Neither One Of Us (Wants To Be The First To Say Goodbye)","Neither One Of Us","Gladys Knight & The Pips",1973,264266,61,false,sauerro,2021-11-06T14:55:41Z,"motown,classic soul,soul,northern soul","UNI/MOTOWN",0.511,0.346,5,-14.28,1,0.0388,0.685,0.000124,0.294,0.599,140.29,4
spotify:track:6lhwPJMbtpqdNnEXNM0jX8,"The Cisco Kid","The World is a Ghetto","War",1972-11-01,267693,43,false,sauerro,2021-11-06T14:56:19Z,"","Avenue Records",0.849,0.751,9,-9.902,0,0.0684,0.152,0.0159,0.0311,0.962,141.606,4
spotify:track:1XuAmhn6N9Wh3cLdymUa2C,"Daniel - Remastered","Diamonds (Deluxe)","Elton John",2017-11-10,235546,0,false,sauerro,2021-11-06T14:56:44Z,"","UMC (Universal Music Catalogue)",0.685,0.592,0,-8.369,1,0.0271,0.408,0.000138,0.106,0.889,132.233,4
spotify:track:0ckaiscpV8eaZ9WWJLdFbs,"Playground In My Mind - Single Version","Radio Hits Of the '70s","Clint Holmes",2006-07-18,172746,34,false,sauerro,2021-11-06T14:58:22Z,"","Legacy Recordings",0.704,0.681,5,-7.4,1,0.0343,0.431,0,0.11,0.927,125.209,4
spotify:track:3f0U5NaD1bCk8nmKpn2ZJY,"Kodachrome","There Goes Rhymin' Simon","Paul Simon",1973-05-05,215400,68,false,sauerro,2021-11-06T14:58:41Z,"singer-songwriter","Legacy Recordings",0.592,0.705,1,-10.276,0,0.0287,0.0291,0.0000197,0.0456,0.902,135.754,4
spotify:track:3wM6RTAnF7IQpMFd7b9ZcL,"Yesterday Once More","Now & Then (Reissue)","Carpenters",1973-05-01,233533,72,false,sauerro,2021-11-06T14:59:03Z,"christmas,adult standards","A&M",0.254,0.38,4,-13.806,1,0.0337,0.672,0,0.379,0.408,168.496,4
spotify:track:0BlnapfYbgEbTfjtg5tbCT,"Live And Let Die","Pure McCartney (Deluxe Edition)","Wings",2016-06-10,194613,47,false,sauerro,2021-11-06T14:59:25Z,"","Paul McCartney Catalog",0.454,0.523,7,-9.942,1,0.0621,0.257,0.00147,0.0956,0.203,124.651,4
spotify:track:5F4ksIKmuXEtgBf6SfEQRr,"Loves Me Like a Rock","There Goes Rhymin' Simon","Paul Simon",1973-05-05,213453,59,false,sauerro,2021-11-06T14:59:53Z,"singer-songwriter","Legacy Recordings",0.649,0.584,7,-10.518,1,0.0674,0.256,0,0.199,0.75,144.972,4
spotify:track:7y4CK8bbzxpyKu73WOvgHJ,"Ramblin' Man","Brothers And Sisters (Super Deluxe)","Allman Brothers Band",2013-06-25,288160,68,false,sauerro,2021-11-06T15:00:26Z,"southern rock,jam band,classic rock,blues rock,country rock","Mercury Records",0.305,0.824,1,-8.33,1,0.0354,0.51,0.00292,0.272,0.921,179.404,4
spotify:track:4IRHwIZHzlHT1FQpRa5RdE,"Goodbye Yellow Brick Road - Remastered 2014","Goodbye Yellow Brick Road (Remastered)","Elton John",1973-10-05,192826,79,false,sauerro,2021-11-06T15:00:47Z,"","UMC (Universal Music Catalogue)",0.559,0.473,5,-7.712,1,0.0279,0.446,0.00141,0.154,0.397,121.227,4
spotify:track:7E2nKCE6srXUf09hQxwTqr,"Boogie Down","Boogie Down","Eddie Kendricks",1974-02-01,419226,18,false,sauerro,2021-11-06T15:02:00Z,"motown,classic soul,philly soul,soul","UNI/MOTOWN",0.741,0.602,5,-11.615,0,0.0352,0.637,0.702,0.114,0.953,115.004,4
spotify:track:0xqb2Euq1PAxKHBA36NUnx,"Dancing Machine","Dancing Machine","The Jackson 5",1974-09-05,161813,54,false,sauerro,2021-11-06T16:09:33Z,"motown,christmas","UNI/MOTOWN",0.776,0.794,6,-7.722,1,0.0723,0.133,0.0000235,0.689,0.845,109.277,4
spotify:track:00CCi9yHJh7NjXcNT565Ja,"You Make Me Feel Brand New","Rockin' Roll Baby","The Stylistics",1973-10-23,288440,0,false,sauerro,2021-11-06T16:09:52Z,"philly soul,classic soul,motown,quiet storm","AVCO Records Corp.",0.451,0.359,7,-8.567,1,0.0247,0.847,0.0000297,0.137,0.178,76.015,4
spotify:track:11FcfHd3SOmmrWJPGe7Y30,"Don't Let The Sun Go Down On Me - Remastered 1995","Caribou (Remastered 1995)","Elton John",1974-06-28,336733,65,false,sauerro,2021-11-06T16:10:08Z,"","EMI",0.43,0.447,0,-8.522,1,0.0262,0.122,0.0000019,0.0921,0.345,141.099,4
spotify:track:2wHvE5GdYhuTOAqPg4r0w4,"Jazzman","Wrap Around Joy","Carole King",1974-09-01,223440,46,false,sauerro,2021-11-06T16:10:23Z,"singer-songwriter,folk rock","Epic",0.576,0.657,5,-10.484,1,0.0297,0.227,0.000909,0.231,0.812,118.354,4
spotify:track:4lnQfs7AmQm6dqCaNMDJLr,"Do It ('Til You're Satisfied)","Do It ('Til You're Satisfied)","B.T. Express",1974,353986,44,false,sauerro,2021-11-06T16:10:38Z,"post-disco,disco","Roadshow Records",0.703,0.761,10,-10.136,1,0.0552,0.115,0.00000499,0.103,0.652,104.838,4
spotify:track:02srSkeu2pzybuVr2B9TJm,"When Will I See You Again","The Three Degrees","The Three Degrees",1973,178746,63,false,sauerro,2021-11-06T16:10:57Z,"philly soul,disco,motown","Legacy Recordings",0.564,0.593,9,-9.245,1,0.0328,0.732,0.00366,0.343,0.766,120.753,4
spotify:track:5dXJ1SoksFkgdx3yxIoYNO,"You're The First The Last My Everything","Can't Get Enough","Barry White",1974-02-15,276466,69,false,sauerro,2021-11-06T16:11:18Z,"disco,soul,classic soul,quiet storm,philly soul","Mercury Records",0.678,0.571,5,-9.51,1,0.0353,0.00389,0.0862,0.183,0.765,130.285,4
spotify:track:5jPPjNMIi1rD6BvQqxhJh5,"When Will I Be Loved","Heart Like A Wheel","Linda Ronstadt",1974,124866,62,false,sauerro,2021-11-06T16:11:38Z,"country rock,mariachi","Capitol Records",0.513,0.573,9,-10.023,1,0.0337,0.186,0.000958,0.0878,0.621,132.607,4
spotify:track:5HQEmiV2lKnSO6qa2fsR7x,"I'm Not In Love","The Original Soundtrack","10cc",1975,366640,80,false,sauerro,2021-11-06T16:11:52Z,"yacht rock,art rock,glam rock","EMI",0.404,0.523,4,-15.7,1,0.0575,0.685,0.000498,0.282,0.164,133.738,4
spotify:track:5lQKRR3MdJLtAwNBiT8Cq0,"Lyin' Eyes - 2013 Remaster","One of These Nights (2013 Remaster)","Eagles",1975-06-10,381998,74,false,sauerro,2021-11-06T16:12:08Z,"classic rock,yacht rock,soft rock","Rhino/Elektra",0.669,0.673,7,-9.754,1,0.0248,0.203,0.0271,0.164,0.867,132.68,4
spotify:track:2GinEvCvwEV4M5JHtnEzHC,"Love To Love You Baby","On The Radio: Greatest Hits Volumes I & II","Donna Summer",1979-10-15,255047,47,false,sauerro,2021-11-06T16:12:46Z,"disco,hi-nrg","Mercury Records",0.594,0.499,8,-16.193,1,0.0934,0.0893,0.00033,0.151,0.402,96.178,4
spotify:track:4J66e01EF7kRqVQAhwXCsd,"All By Myself - Remastered","The Essential Eric Carmen","Eric Carmen",2014-03-21,430000,41,false,sauerro,2021-11-06T16:13:03Z,"yacht rock","Arista/Legacy",0.376,0.369,7,-9.182,0,0.0309,0.84,0.804,0.133,0.0963,116.09,4
spotify:track:74DrA5fFoGSy4xgkZarZtP,"Dream Weaver","The Dream Weaver","Gary Wright",1975,256173,63,false,sauerro,2021-11-06T16:13:20Z,"yacht rock,soft rock","Rhino/Warner Records",0.266,0.389,4,-13.682,1,0.0305,0.244,0.00000142,0.0688,0.148,140.243,4
spotify:track:6208B8Utmd2fTqgGMjeNr6,"Right Back Where We Started From","Right Back Where We Started From","Maxine Nightingale",2020-11-27,192266,70,false,sauerro,2021-11-06T16:13:37Z,"","Warner Music Group - X5 Music Group",0.692,0.653,5,-5.715,1,0.0392,0.49,0.00656,0.455,0.901,148.017,4
spotify:track:4hBqB9ggnSW1a68UVaKqua,"Get Up and Boogie (That's Right)","Silver Convention","Silver Convention",1976-01-01,250253,29,false,sauerro,2021-11-06T16:14:39Z,"disco","Butterfly Productions",0.628,0.504,9,-16.117,0,0.051,0.313,0.00976,0.23,0.965,207.956,4
spotify:track:5vVuiXoHyRGxJeCaHUpgae,"Love Is Alive","The Dream Weaver","Gary Wright",1975,230106,59,false,sauerro,2021-11-06T16:14:56Z,"yacht rock,soft rock","Rhino/Warner Records",0.77,0.553,10,-13.632,1,0.0268,0.0614,0.00106,0.103,0.904,98.346,4
spotify:track:6OylYIXrIH2E3hgg7Dqz5M,"You'll Never Find Another Love Like Mine","All Things In Time","Lou Rawls",1976,266200,67,false,sauerro,2021-11-06T16:15:09Z,"philly soul,soul blues,classic soul","Legacy Recordings",0.691,0.718,2,-8.457,1,0.0317,0.148,0.0000481,0.108,0.934,110.623,4
spotify:track:2r008pcfVYc0zgQvSRqUJE,"I'd Really Love to See You Tonight","Nights Are Forever","England Dan & John Ford Coley",1976-07,159106,72,false,sauerro,2021-11-06T16:15:30Z,"yacht rock,soft rock","Rhino Atlantic",0.62,0.556,5,-12.044,1,0.0336,0.184,0,0.301,0.592,119.172,4
spotify:track:536L9C0N7vhYdibCJx3cI2,"The Wreck of the Edmund Fitzgerald","Summertime Dream","Gordon Lightfoot",1976,389280,67,false,sauerro,2021-11-06T16:15:46Z,"folk rock,folk,singer-songwriter,yacht rock","Rhino/Warner Records",0.308,0.376,4,-15.24,1,0.0626,0.116,0.00000252,0.166,0.158,186.047,3
spotify:track:5XVb0qfmmkmmsyy7j8oObk,"The Rubberband Man","Happiness Is Being With the Spinners","The Spinners",1976-06-01,444133,52,false,sauerro,2021-11-06T16:16:04Z,"philly soul,motown,classic soul,soul,northern soul","Rhino Atlantic",0.821,0.611,10,-9.795,1,0.0555,0.414,0.000152,0.0943,0.96,97.264,4
spotify:track:3e0FzZjTXOUtiJGSClOBrI,"Fly Like An Eagle","Fly Like An Eagle","Steve Miller Band",1976-01-01,282693,71,false,sauerro,2021-11-06T16:16:22Z,"classic rock","CAPITOL CATALOG MKT (C92)",0.561,0.754,9,-12.769,0,0.112,0.61,0.0194,0.328,0.642,100.08,4
spotify:track:03zB9duFz1JqLxAIYvGdac,"I'm In You","I'm In You","Peter Frampton",1977-05-28,250000,51,false,sauerro,2021-11-06T16:16:37Z,"classic rock","A&M",0.33,0.494,0,-7.16,1,0.0278,0.147,0.00000494,0.137,0.143,98.478,4
spotify:track:39iKJpLPhsDTOzH2lXliWF,"(Your Love Has Lifted Me) Higher And Higher","Anytime... Anywhere","Rita Coolidge",1977-03-01,241720,50,false,sauerro,2021-11-06T16:16:53Z,"","A&M",0.656,0.646,10,-9.169,0,0.0336,0.0575,0.00464,0.16,0.75,117.586,4
spotify:track:4YmKTCL86mpGHUS0sEWAUV,"Float On","Float On","The Floaters",1993-06-22,708866,0,false,sauerro,2021-11-06T16:17:16Z,"classic soul","Geffen*",0.542,0.53,7,-14.192,1,0.0267,0.268,0.000774,0.221,0.616,96.031,4
spotify:track:0YWUf0FuvbOvAlrOAVaH8S,"Keep It Comin' Love","KC & the Sunshine Band Pt. 3... and More","KC & The Sunshine Band",2004-11-02,271493,56,false,sauerro,2021-11-06T16:17:31Z,"disco","Rhino",0.773,0.721,3,-12.574,1,0.0294,0.232,0.0000161,0.0349,0.971,110.383,4
spotify:track:0iX5cr8cZN43iBUkGjiyTi,"Nobody Does It Better - From The Spy Who Loved Me Soundtrack","Soft Rock Mix","Marvin Hamlisch,Carly Simon",2019-07-26,208440,0,false,sauerro,2021-11-06T16:17:53Z,"ragtime","UME - Global Clearing House",0.402,0.546,10,-6.425,1,0.0284,0.526,0.00000333,0.245,0.324,135.002,4
spotify:track:4NTSDu34al733aIuUWVJHo,"Boogie Nights","Too Hot to Handle (Expanded Edition)","Heatwave",1977-06-27,303640,62,false,sauerro,2021-11-06T16:18:09Z,"disco","Sony Music CG",0.629,0.615,11,-10.972,0,0.0433,0.169,0.0000723,0.132,0.673,118.805,4
spotify:track:7Jpclr7tZ6aQXjoKzWXUJV,"Don't It Make My Brown Eyes Blue","We Must Believe In Magic","Crystal Gayle",1977-01-01,157653,63,false,sauerro,2021-11-06T16:18:34Z,"classic country","CAPITOL CATALOG MKT (C92)",0.736,0.321,6,-13.474,1,0.0444,0.799,0.00897,0.0619,0.342,84.928,4
spotify:track:53yBKCc5S7u8zzutqepkiT,"Short People","Little Criminals","Randy Newman",1977-09-23,176933,50,false,sauerro,2021-11-06T16:18:58Z,"","Warner Records",0.68,0.617,2,-5.849,1,0.0378,0.731,0.0674,0.12,0.54,121.356,4
spotify:track:1UdoFJDUHWu4oWH5JlwmDP,"The Closer I Get to You","Blue Lights in the Basement","Roberta Flack,Donny Hathaway",1977,280800,61,false,sauerro,2021-11-06T16:19:19Z,"adult standards,soul,classic soul","Atlantic Records",0.49,0.321,9,-13.283,1,0.0302,0.711,0.00000215,0.0372,0.229,121.377,4
spotify:track:5gOd6zDC8vhlYjqbQdJVWP,"Baker Street","City to City","Gerry Rafferty",1978,365626,76,false,sauerro,2021-11-06T16:19:34Z,"yacht rock","Parlophone UK",0.497,0.349,7,-14,1,0.0297,0.0929,0.028,0.259,0.421,113.762,4
spotify:track:59AoFIJG4j6anxs8BCNKIv,"Double Vision - 2008 Remaster","No End in Sight: The Very Best of Foreigner (Expanded)","Foreigner",2015-06-02,224613,29,false,sauerro,2021-11-06T16:19:53Z,"aor,classic rock","Rhino Atlantic",0.634,0.833,9,-5.117,0,0.0322,0.165,0.0000476,0.162,0.799,129.588,4
spotify:track:4YOJFyjqh8eAcbKFfv88mV,"Y.M.C.A.","Cruisin'","Village People",1978,286666,69,false,sauerro,2021-11-06T16:20:06Z,"disco","Mercury Records",0.75,0.785,6,-10.926,1,0.0591,0.0278,0,0.0601,0.752,126.361,4
spotify:track:65lHwG8JFJs67PnOUhCYPq,"Fire","Energy (Expanded Edition)","The Pointer Sisters",1978,210640,57,false,sauerro,2021-11-06T16:20:21Z,"disco","Legacy Recordings",0.65,0.615,1,-9.332,1,0.0342,0.201,0.00235,0.0805,0.637,118.294,4
spotify:track:5IKLwqBQG6KU6MP2zP80Nu,"We Are Family - 1995 Remaster","We Are Family (1995 Remaster)","Sister Sledge",1995,216733,73,false,sauerro,2021-11-06T16:20:37Z,"disco,philly soul","Rhino Atlantic",0.784,0.893,7,-5.153,0,0.0923,0.3,0.0000157,0.272,0.819,118.738,4
spotify:track:3cfnGXJ9bmiWvFqEO6ff8B,"After the Love Has Gone","I Am","Earth Wind & Fire",1979-06,278040,73,false,sauerro,2021-11-06T16:20:52Z,"disco","Columbia/Legacy",0.424,0.443,6,-13.45,1,0.0382,0.532,0.000389,0.673,0.391,131.675,4
spotify:track:27vdeVlzt3VEc82hK39T8B,"Dim All The Lights","Bad Girls","Donna Summer",1979-04-25,280800,48,false,sauerro,2021-11-06T16:21:12Z,"disco,hi-nrg","Mercury Records",0.79,0.624,7,-13.953,1,0.0322,0.0322,0.00114,0.187,0.82,120.56,4
spotify:track:71k4FgJ4GuBq35Zre9BCdc,"Yes I'm Ready","Casablanca Records Greatest Hits","Teri DeSario,KC & The Sunshine Band",1996-04-04,198600,40,false,sauerro,2021-11-06T16:21:34Z,"disco","Mercury Records",0.665,0.358,5,-15.493,1,0.0259,0.773,0.000926,0.0647,0.581,106.186,3
spotify:track:56ilrbKJF2bph5W6eZaM5E,"Longer","Phoenix","Dan Fogelberg",1979-11,195066,62,false,sauerro,2021-11-06T16:21:52Z,"yacht rock,soft rock","Full Moon",0.308,0.0427,7,-24.709,1,0.0336,0.865,0,0.179,0.383,158.399,4
spotify:track:1wouF9mtyiwZDYiq5YElaq,"Working My Way Back to You / Forgive Me Girl","Smooth And Sweet","The Spinners",2007-10-30,245479,45,false,sauerro,2021-11-07T15:27:31Z,"philly soul,motown,classic soul,soul,northern soul","Rhino Atlantic",0.837,0.703,9,-9.385,0,0.0415,0.415,0.0000273,0.153,0.914,121.556,4
spotify:track:7gUMShP1l20tC0xf17Zplk,"Ride Like the Wind","Christopher Cross","Christopher Cross",1979,275506,68,false,sauerro,2021-11-07T15:28:07Z,"yacht rock,soft rock","Rhino/Warner Records",0.669,0.707,0,-13.66,0,0.0478,0.347,0.000716,0.0997,0.806,124.335,4
spotify:track:7dQC53NiYOY9gKg3Qsu2Bs,"All Out of Love","Lost in Love","Air Supply",1980-02-25,243000,77,false,sauerro,2021-11-07T15:28:32Z,"soft rock","Arista",0.513,0.262,0,-16.875,1,0.0276,0.313,0.00000551,0.456,0.357,108.383,4
